1;cây atm gần tôi;;;
hình;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
vậy?;O;O;O;O
;;;;
6133;in hình selfie thế nào;;;
[INTENT];cards_feature;O;O;O
in;O;O;O;O
hình;O;O;O;O
selfie;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6134;Mua phiếu xăng trên app như thế nào;;;
[INTENT];cards_feature;O;O;O
Mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
trên;O;O;O;O
app;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6135;cách thức thanh toán tại cửa hàng;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
thức;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tại;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
;;;;
6136;làm sao rút tiền ra khỏi thẻ;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
ra;O;O;O;O
khỏi;O;O;O;O
thẻ;O;O;O;O
;;;;
6137;tính năng thanh toán hóa đơn có lợi cho tôi như thế nào;;;
[INTENT];cards_feature;O;O;O
tính;O;O;O;O
năng;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
có;O;O;O;O
lợi;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6138;rút tiền mặt được không?;;;
[INTENT];cards_feature;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
6139;Tiện ích Mua phiếu xăng của Thẻ tín dụng là gì?;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
Mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
của;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6140;hướng dẫn cách thanh toán tiền net;;;
[INTENT];cards_feature;O;O;O
hướng;O;O;O;O
dẫn;O;O;O;O
cách;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
net;O;O;O;O
;;;;
6141;thẻ có mua vé xim phim được không,;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
có;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xim;O;O;O;O
phim;O;O;O;O
được;O;O;O;O
không,;O;O;O;O
;;;;
6142;trả tiền điện thoại;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
;;;;
6143;dùng thẻ FE credit trả hóa đơn được không;;;
[INTENT];cards_feature;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
credit;O;O;O;O
trả;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6144;làm sao mình in được hình selphi lên ảnh;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
mình;O;O;O;O
in;O;O;O;O
được;O;O;O;O
hình;O;O;O;O
selphi;O;O;O;O
lên;O;O;O;O
ảnh;O;O;O;O
;;;;
6145;Dùng thẻ trả tiền mua sắm;;;
[INTENT];cards_feature;O;O;O
Dùng;O;O;O;O
thẻ;O;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
mua;O;O;O;O
sắm;O;O;O;O
;;;;
6146;Cách thức sử dụng Thẻ tín dụng FE Credit để mua hàng trực tuyến?;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
thức;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
Credit;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
trực;O;O;O;O
tuyến?;O;O;O;O
;;;;
6147;mình muốn đăng ký thanh toán học phí bằng tiền mặt của thẻ ?;;;
[INTENT];cards_feature;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
bằng;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
?;O;O;O;O
;;;;
6148;thẻ FE có Thanh toán được tiền điện không;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
có;O;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
được;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
không;O;O;O;O
;;;;
6149;trả góp qua thẻ có tốn phí không;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
góp;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
có;O;O;O;O
tốn;O;O;O;O
phí;O;O;O;O
không;O;O;O;O
;;;;
6150;Cách thức đăng ký tiện ích Tiện ích In hình trên thẻ của Thẻ tín dụng?;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
thức;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
In;O;O;O;O
hình;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
của;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng?;O;O;O;O
;;;;
6151;cho mình hỏi tiện ích mua phiếu xăng là tiện ích gì vậy?;;;
[INTENT];cards_feature;O;O;O
cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
là;O;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
gì;O;O;O;O
vậy?;O;O;O;O
;;;;
6152;Chuyển đổi trả góp là gì;;;
[INTENT];cards_feature;O;O;O
Chuyển;O;O;O;O
đổi;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
6153;sử dụng thẻ FE để Mua sắm thì như thế nào?;;;
[INTENT];cards_feature;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
để;O;O;O;O
Mua;O;O;O;O
sắm;O;O;O;O
thì;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào?;O;O;O;O
;;;;
6154;Nạp tiền điện thoại trên ứng dụng FE được không;;;
[INTENT];cards_feature;O;O;O
Nạp;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
trên;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6155;mua hàng tiki có thanh toán online được không?;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
tiki;O;O;O;O
có;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
online;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
6156;Cách sử dụng tính năng Selfie plus;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
Selfie;O;O;O;O
plus;O;O;O;O
;;;;
6157;mua phiếu xăng thì đăng ký như nào?;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
thì;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
như;O;O;O;O
nào?;O;O;O;O
;;;;
6158;quẹt thẻ;;;
[INTENT];cards_feature;O;O;O
quẹt;O;O;O;O
thẻ;O;O;O;O
;;;;
6159;Thanh toán bằng thẻ FE tại quầy giao dịch ntn;;;
[INTENT];cards_feature;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
tại;O;O;O;O
quầy;O;O;O;O
giao;O;O;O;O
dịch;O;O;O;O
ntn;O;O;O;O
;;;;
6160;trả tiền học phí qua thẻ ok ko;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
ok;O;O;O;O
ko;O;O;O;O
;;;;
6161;thẻ fe có đóng học phí được không;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
có;O;O;O;O
đóng;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6162;địa điểm sử dụng phiếu xăng?;;;
[INTENT];cards_feature;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
phiếu;O;O;O;O
xăng?;O;O;O;O
;;;;
6163;thanh toán tiền nước qua app như thế nào;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
nước;O;O;O;O
qua;O;O;O;O
app;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6164;cách cà thẻ online;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
cà;O;O;O;O
thẻ;O;O;O;O
online;O;O;O;O
;;;;
6165;ứng dụng rút tiền tại cây là ứng dụng gì?;;;
[INTENT];cards_feature;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
tại;O;O;O;O
cây;O;O;O;O
là;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
gì?;O;O;O;O
;;;;
6166;làm sao để mua hàng trả góp 0% qua thẻ fe credit nhỉ?;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
qua;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
credit;O;O;O;O
nhỉ?;O;O;O;O
;;;;
6167;phiếu xăng này thì sử dụng được ở đâu?;;;
[INTENT];cards_feature;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
này;O;O;O;O
thì;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
ở;O;O;O;O
đâu?;O;O;O;O
;;;;
6168;muốn mua hàng online bằng thẻ FE thì làm sao ?;;;
[INTENT];cards_feature;O;O;O
muốn;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
online;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
?;O;O;O;O
;;;;
6169;thẻ selfie là tính năng gì?;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
selfie;O;O;O;O
là;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
gì?;O;O;O;O
;;;;
6170;di sieu thi mua hang xai the fe on ko;;;
[INTENT];cards_feature;O;O;O
di;O;O;O;O
sieu;O;O;O;O
thi;O;O;O;O
mua;O;O;O;O
hang;O;O;O;O
xai;O;O;O;O
the;O;O;O;O
fe;O;O;O;O
on;O;O;O;O
ko;O;O;O;O
;;;;
6171;tiện ích thanh toán học phí qua ngân hàng;;;
[INTENT];cards_feature;O;O;O
tiện;O;O;O;O
ích;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
qua;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
;;;;
6172;Cách thức sử dụng Thẻ tín dụng FE Credit để rút tiền mặt tại ATM?;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
thức;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
Credit;O;O;O;O
để;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
tại;O;O;O;O
ATM?;O;O;O;O
;;;;
6173;trả tiền mua thẻ cào;;;
[INTENT];cards_feature;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
mua;O;O;O;O
thẻ;O;O;O;O
cào;O;O;O;O
;;;;
6174;chỉ mình cách mua trả góp 0% quả thẻ với ạ?;;;
[INTENT];cards_feature;O;O;O
chỉ;O;O;O;O
mình;O;O;O;O
cách;O;O;O;O
mua;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
quả;O;O;O;O
thẻ;O;O;O;O
với;O;O;O;O
ạ?;O;O;O;O
;;;;
6175;thẻ hình selfie;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
hình;O;O;O;O
selfie;O;O;O;O
;;;;
6176;Tiện ích Thanh toán tiền học phí của Thẻ tín dụng là gì?;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
của;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
là;O;O;O;O
gì?;O;O;O;O
;;;;
6177;có phiếu xăng rồi xài sao;;;
[INTENT];cards_feature;O;O;O
có;O;O;O;O
phiếu;O;O;O;O
xăng;O;O;O;O
rồi;O;O;O;O
xài;O;O;O;O
sao;O;O;O;O
;;;;
6178;dùng thẻ tín dụng thực hiện giao dịch online thế nào;;;
[INTENT];cards_feature;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thực;O;O;O;O
hiện;O;O;O;O
giao;O;O;O;O
dịch;O;O;O;O
online;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6179;Cách thức sử dụng Thẻ tín dụng FE Credit để mua hàng tại cửa hàng?;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
thức;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
Credit;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
tại;O;O;O;O
cửa;O;O;O;O
hàng?;O;O;O;O
;;;;
6180;cách đăng ký tính năng Selfie plus không?;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
Selfie;O;O;O;O
plus;O;O;O;O
không?;O;O;O;O
;;;;
6181;mua vé xem phim như thế nào,;;;
[INTENT];cards_feature;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào,;O;O;O;O
;;;;
6182;Nạp tiền mobifone được không;;;
[INTENT];cards_feature;O;O;O
Nạp;O;O;O;O
tiền;O;O;O;O
mobifone;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6183;Muốn thanh toán tiền điện phải làm sao;;;
[INTENT];cards_feature;O;O;O
Muốn;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6184;in hình lên thẻ plus;;;
[INTENT];cards_feature;O;O;O
in;O;O;O;O
hình;O;O;O;O
lên;O;O;O;O
thẻ;O;O;O;O
plus;O;O;O;O
;;;;
6185;thanh toán hóa đơn internet;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
internet;O;O;O;O
;;;;
6186;Thanh toán bằng thẻ tại cửa hàng được không;;;
[INTENT];cards_feature;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tại;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6187;thanh toán học phí qua ngân hàng. thẻ fe có hỗ trợ không?;;;
[INTENT];cards_feature;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
qua;O;O;O;O
ngân;O;O;O;O
hàng.;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
không?;O;O;O;O
;;;;
6188;Thanh toán tiền nước làm sao;;;
[INTENT];cards_feature;O;O;O
Thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
nước;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6189;cách sử dụng thẻ tín dụng để thanh toán bằng gói trả góp 0%;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
để;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
bằng;O;O;O;O
gói;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
0%;O;O;O;O
;;;;
6190;tại sao tôi nên sử dụng thanh toán hóa đơn;;;
[INTENT];cards_feature;O;O;O
tại;O;O;O;O
sao;O;O;O;O
tôi;O;O;O;O
nên;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
hóa;O;O;O;O
đơn;O;O;O;O
;;;;
6191;Rut tien mat dc ko;;;
[INTENT];cards_feature;O;O;O
Rut;O;O;O;O
tien;O;O;O;O
mat;O;O;O;O
dc;O;O;O;O
ko;O;O;O;O
;;;;
6192;rút tiền ở ATM;;;
[INTENT];cards_feature;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
ở;O;O;O;O
ATM;O;O;O;O
;;;;
6193;thẻ rút tiền ở atm được không;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
ở;O;O;O;O
atm;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6194;Tiền mặt ATM;;;
[INTENT];cards_feature;O;O;O
Tiền;O;O;O;O
mặt;O;O;O;O
ATM;O;O;O;O
;;;;
6195;Tôi có thể đăng ký tính năng selfie plus không;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
selfie;O;O;O;O
plus;O;O;O;O
không;O;O;O;O
;;;;
6196;cho chị hỏi về education plus;;;
[INTENT];cards_feature;O;O;O
cho;O;O;O;O
chị;O;O;O;O
hỏi;O;O;O;O
về;O;O;O;O
education;O;O;O;O
plus;O;O;O;O
;;;;
6197;để hình trên thẻ;;;
[INTENT];cards_feature;O;O;O
để;O;O;O;O
hình;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
;;;;
6198;Tiện ích của thẻ tín dụng plus;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
plus;O;O;O;O
;;;;
6199;Cách đăng ký trả góp nợ trên thẻ;;;
[INTENT];cards_feature;O;O;O
Cách;O;O;O;O
đăng;O;O;O;O
ký;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
nợ;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
;;;;
6200;tôi muốn biết về tính năng tiền mặt ATM;;;
[INTENT];cards_feature;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
biết;O;O;O;O
về;O;O;O;O
tính;O;O;O;O
năng;O;O;O;O
tiền;O;O;O;O
mặt;O;O;O;O
ATM;O;O;O;O
;;;;
6201;Sao nạp tiền điện thoại trên app không được;;;
[INTENT];cards_feature;O;O;O
Sao;O;O;O;O
nạp;O;O;O;O
tiền;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
trên;O;O;O;O
app;O;O;O;O
không;O;O;O;O
được;O;O;O;O
;;;;
6202;Điều kiện trả góp trên thẻ là gì;;;
[INTENT];cards_feature;O;O;O
Điều;O;O;O;O
kiện;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
;;;;
6203;tính năng selfie trên thẻ;;;
[INTENT];cards_feature;O;O;O
tính;O;O;O;O
năng;O;O;O;O
selfie;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
;;;;
6204;cách mua vé xem phim bằng thẻ;;;
[INTENT];cards_feature;O;O;O
cách;O;O;O;O
mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
;;;;
6205;Tiện ích và cách thức , Mua vé xem phim bằng Thẻ tín dụng;;;
[INTENT];cards_feature;O;O;O
Tiện;O;O;O;O
ích;O;O;O;O
và;O;O;O;O
cách;O;O;O;O
thức;O;O;O;O
,;O;O;O;O
Mua;O;O;O;O
vé;O;O;O;O
xem;O;O;O;O
phim;O;O;O;O
bằng;O;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
6206;Các công dụng của thẻ vàng;;;
[INTENT];cards_feature;O;O;O
Các;O;O;O;O
công;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
vàng;O;O;O;O
;;;;
6207;Các công dụng của thẻ Plus;;;
[INTENT];cards_feature;O;O;O
Các;O;O;O;O
công;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
Plus;O;O;O;O
;;;;
6208;tới cây xăng nào xài;;;
[INTENT];cards_feature;O;O;O
tới;O;O;O;O
cây;O;O;O;O
xăng;O;O;O;O
nào;O;O;O;O
xài;O;O;O;O
;;;;
6209;Tôi muốn mua trả góp bằng thẻ Fe;;;
[INTENT];cards_feature;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
mua;O;O;O;O
trả;O;O;O;O
góp;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
Fe;O;O;O;O
;;;;
6210;in hình trên thẻ để làm gì?;;;
[INTENT];cards_feature;O;O;O
in;O;O;O;O
hình;O;O;O;O
trên;O;O;O;O
thẻ;O;O;O;O
để;O;O;O;O
làm;O;O;O;O
gì?;O;O;O;O
;;;;
6211;Đăng ký đóng tiền học phí bằng thẻ thì làm sao;;;
[INTENT];cards_feature;O;O;O
Đăng;O;O;O;O
ký;O;O;O;O
đóng;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
6212;Thẻ tín dụng FE có thanh toán qua internet được không?;;;
[INTENT];cards_feature;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
có;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
qua;O;O;O;O
internet;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
6213;thẻ tín dụng có hỗ trợ trả tiền học qua ngân hàng;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
học;O;O;O;O
qua;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
;;;;
6214;Các công dụng của thẻ chuẩn;;;
[INTENT];cards_feature;O;O;O
Các;O;O;O;O
công;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
chuẩn;O;O;O;O
;;;;
6215;Phiếu xăng có sử dụng nhiều lần được không;;;
[INTENT];cards_feature;O;O;O
Phiếu;O;O;O;O
xăng;O;O;O;O
có;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
nhiều;O;O;O;O
lần;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
6216;làm sao in hình lên thẻ;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
in;O;O;O;O
hình;O;O;O;O
lên;O;O;O;O
thẻ;O;O;O;O
;;;;
6217;đóng học phí bằng thẻ tín dụng được không?;;;
[INTENT];cards_feature;O;O;O
đóng;O;O;O;O
học;O;O;O;O
phí;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
6218;Có cái thẻ rồi giờ muốn sử dụng thì cần làm gì đây;;;
[INTENT];cards_feature;O;O;O
Có;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
giờ;O;O;O;O
muốn;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
cần;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
đây;O;O;O;O
;;;;
6219;tra cứu cho tôi những địa điểm sử dụng được phiếu xăng?;;;
[INTENT];cards_feature;O;O;O
tra;O;O;O;O
cứu;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
những;O;O;O;O
địa;O;O;O;O
điểm;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
được;O;O;O;O
phiếu;O;O;O;O
xăng?;O;O;O;O
;;;;
6220;làm sao để mua hàng trên mạng và trả tiền bằng thẻ fe credit;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
mua;O;O;O;O
hàng;O;O;O;O
trên;O;O;O;O
mạng;O;O;O;O
và;O;O;O;O
trả;O;O;O;O
tiền;O;O;O;O
bằng;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
credit;O;O;O;O
;;;;
6221;cho mình hỏi ứng dụng rút tiền tại cây atm là gì vậy?;;;
[INTENT];cards_feature;O;O;O
cho;O;O;O;O
mình;O;O;O;O
hỏi;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
tại;O;O;O;O
cây;O;O;O;O
atm;O;O;O;O
là;O;O;O;O
gì;O;O;O;O
vậy?;O;O;O;O
;;;;
6222;anh muốn rút hạn mức của thẻ còn lại thì làm như thế nào;;;
[INTENT];cards_feature;O;O;O
anh;O;O;O;O
muốn;O;O;O;O
rút;O;O;O;O
hạn;O;O;O;O
mức;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
còn;O;O;O;O
lại;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
6223;làm sao để dùng thẻ fe credit để thanh toán tại cửa hàng ?;;;
[INTENT];cards_feature;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
fe;O;O;O;O
credit;O;O;O;O
để;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tại;O;O;O;O
cửa;O;O;O;O
hàng;O;O;O;O
?;O;O;O;O
;;;;
6224;phương thức thanh toán tiền net;;;
[INTENT];cards_feature;O;O;O
phương;O;O;O;O
thức;O;O;O;O
thanh;O;O;O;O
toán;O;O;O;O
tiền;O;O;O;O
net;O;O;O;O
;;;;
6225;thẻ này dùng sao;;;
[INTENT];cards_feature;O;O;O
thẻ;O;O;O;O
này;O;O;O;O
dùng;O;O;O;O
sao;O;O;O;O
;;;;
6226;học phí đóng qua thẻ thế nào;;;
[INTENT];cards_feature;O;O;O
học;O;O;O;O
phí;O;O;O;O
đóng;O;O;O;O
